门店名称,系统名称,大区,小区,省名称,地城市,渠道
百佳广州中华广场店,百佳永辉广州中华广场店,南区,湖广区,广东,广州,永辉
百佳广州正佳广场店,百佳广州正佳店,南区,湖广区,广东,广州,永辉
百佳广州怡港花园店,永辉广州黄埔东路店,南区,湖广区,广东,广州,永辉
百佳广州富景花园店,永辉广州富景花园店,南区,湖广区,广东,广州,永辉
百佳广州如意中心店,永辉广州洛溪新城店,南区,湖广区,广东,广州,永辉
百佳广州凯德云尚店,百佳广州凯德云裳店,南区,湖广区,广东,广州,永辉
红星店,步步高长沙红星店,南区,湖广区,湖南,湘潭,步步高
长沙梅溪湖店,步步高长沙梅溪湖店,南区,湖广区,湖南,湘潭,步步高
永州宁远店,步步高永州宁远店,南区,湖广区,湖南,永州,步步高
步步高长沙丽发新城店,步步高长沙丽发新城店,南区,湖广区,湖南,长沙,步步高
金海店,步步高湘潭韶山店,南区,湖广区,湖南,长沙,步步高
购广超市,步步高湘潭建设南路店,南区,湖广区,湖南,长沙,步步高
基建营粮贸店,步步高湘潭基建营店,南区,湖广区,湖南,长沙,步步高
江湾广场店,步步高湘潭江湾广场店,南区,湖广区,湖南,长沙,步步高
华润万家长沙星沙店,华润万家长沙星沙大道店,南区,湖广区,湖南,长沙,华润
华润万家长沙世纪金源店,华润万家长沙湘江世纪城店,南区,湖广区,湖南,长沙,华润
湘府店,华润万家长沙湘府店,南区,湖广区,湖南,长沙,华润
沃尔玛（湖南）商业零售有限公司长沙学士路店,沃尔玛长沙洋湖店,南区,湖广区,湖南,长沙,沃尔玛
沃尔玛长沙梅溪湖店,沃尔玛长沙梅溪湖店,南区,湖广区,湖南,长沙,沃尔玛
岳阳金鹗店,步步高岳阳学院路店,南区,湖广区,湖南,株洲,步步高
长沙砂之船奥莱店,步步高长沙金星北路砂之船店,南区,湖广区,湖南,株洲,步步高
株洲大润发商业有限公司,大润发株洲红旗中店,南区,湖广区,湖南,株洲,大润发
永辉福州市福清万达店,永辉福州福清万达店,南区,福建区,福建,福清,永辉
大润发长乐店,大润发福州长乐店,南区,福建区,福建,福州,大润发
大润发王庄店,大润发福州王庄店华南72店,南区,福建区,福建,福州,大润发
福州金榕大润发商业有限公司,大润发福州金山店,南区,福建区,福建,福州,大润发
福州连江店,华润万家福州连江店,南区,福建区,福建,福州,华润
山姆福州山姆会员店4754,山姆福州杨桥西路店,南区,福建区,福建,福州,山姆
沃尔玛连江店,沃尔玛福州连江店,南区,福建区,福建,福州,沃尔玛
沃尔玛福州秀逢路分店,沃尔玛福州秀峰店,南区,福建区,福建,福州,沃尔玛
沃尔玛福州仓山万达店,沃尔玛福州浦上大道店,南区,福建区,福建,福州,沃尔玛
沃尔玛福州则徐,沃尔玛福州则徐广场店,南区,福建区,福建,福州,沃尔玛
沃尔玛福州富贵店,沃尔玛福州花开富贵店,南区,福建区,福建,福州,沃尔玛
沃尔玛购物广场福州大利嘉店3410,沃尔玛福州利嘉店,南区,福建区,福建,福州,沃尔玛
沃尔玛购物广场福州长城分店3413,沃尔玛福州六一北路店,南区,福建区,福建,福州,沃尔玛
永辉福州南屿正荣店,永辉福州南屿正荣店,南区,福建区,福建,福州,永辉
永辉福州市闽江世纪金源店,永辉福州世纪金源店,南区,福建区,福建,福州,永辉
永辉闽侯大学城店,永辉福州大学城店,南区,福建区,福建,福州,永辉
永辉福州市金源滨海新城店,永辉福州滨海新城店,南区,福建区,福建,福州,永辉
永辉闽侯县昙石山店,永辉福州山西大道店,南区,福建区,福建,福州,永辉
永辉福州市鼓山苑店,永辉福州鼓山苑店,南区,福建区,福建,福州,永辉
大润发晋江世纪店,大润发泉州世纪店,南区,福建区,福建,晋江,大润发
龙岩大润发商业有限公司,大润发龙岩西陂路店,南区,福建区,福建,龙岩,大润发
永辉龙岩市龙岩万达店,永辉龙岩万达店,南区,福建区,福建,龙岩,永辉
大润发南平建阳店,大润发南平建阳店,南区,福建区,福建,南平,大润发
大润发宁德店,大润发宁德蕉城南路店,南区,福建区,福建,宁德,大润发
沃尔玛宁德霞浦店2480,沃尔玛宁德霞浦太康路店,南区,福建区,福建,宁德,沃尔玛
沃尔玛宁德福鼎南店2412,沃尔玛福州福鼎店,南区,福建区,福建,宁德,沃尔玛
沃尔玛宁德店,沃尔玛宁德天湖东路店,南区,福建区,福建,宁德,沃尔玛
永辉宁德市太康店,永辉福州太康店,南区,福建区,福建,宁德,永辉
大润发莆田店,大润发莆田八二一南街店,南区,福建区,福建,莆田,大润发
沃尔玛莆田荔城南大道分店,沃尔玛莆田荔城南大道分店,南区,福建区,福建,莆田,沃尔玛
永辉莆田正荣财富中心店,永辉莆田正荣财富广场店,南区,福建区,福建,莆田,永辉
永辉莆田馨宜新天地店,永辉莆田馨宜新天地,南区,福建区,福建,莆田,永辉
永辉莆田市天博广场店,永辉莆田天博广场店,南区,福建区,福建,莆田,永辉
永辉莆田市荔华东万达广场,永辉莆田万达广场店,南区,福建区,福建,莆田,永辉
大润发泉州温陵店,大润发泉州温陵店,南区,福建区,福建,泉州,大润发
大润发泉州鲤城店,大润发泉州鲤城店,南区,福建区,福建,泉州,大润发
大润发泉州石狮店,大润发石狮世贸摩天城店,南区,福建区,福建,泉州,大润发
大润发泉州惠安店,大润发泉州惠安店,南区,福建区,福建,泉州,大润发
大润发泉州洛江店,大润发泉州安吉路店,南区,福建区,福建,泉州,大润发
大润发安溪店,大润发安溪建安大道店,南区,福建区,福建,泉州,大润发
大润发泉州晋江店,大润发晋江小区支路店,南区,福建区,福建,泉州,大润发
沃尔玛泉州新天城市广场店2740,沃尔玛泉州新天城市广场店,南区,福建区,福建,泉州,沃尔玛
永辉泉州市中骏世界城店,永辉泉州丰泽区中骏世界店,南区,福建区,福建,泉州,永辉
中闽百汇泉州涂门店,中闽百汇泉州涂门店,南区,福建区,福建,泉州,中闽百汇
大润发三明店,大润发三明永星店,南区,福建区,福建,三明,大润发
大润发永安店,大润发三明永安店,南区,福建区,福建,三明,大润发
大润发尤溪店,大润发三明尤溪店,南区,福建区,福建,三明,大润发
永辉福建三明市宁化万星广场店,永辉三明宁化店,南区,福建区,福建,三明,永辉
大润发(集美店)厦门润泰康成商业有限公司,大润发厦门集美店,南区,福建区,福建,厦门,大润发
大润发蔡塘店,大润发厦门蔡塘店,南区,福建区,福建,厦门,大润发
(厦门店)昆山润华商业有限公司,大润发厦门体育路店,南区,福建区,福建,厦门,大润发
特易得商业（厦门）有限公司-五缘湾店,乐购厦门金湖路店,南区,福建区,福建,厦门,华润
锦江麦德龙厦门湖里商场,麦德龙厦门长浩路店,南区,福建区,福建,厦门,麦德龙
锦江麦德龙厦门湖里商场,麦德龙厦门长浩路店,南区,福建区,福建,厦门,麦德龙
山姆厦门自贸城店,山姆厦门虎屿店,南区,福建区,福建,厦门,山姆
沃尔玛厦门万达店,沃尔玛厦门万达购物广场店,南区,福建区,福建,厦门,沃尔玛
沃尔玛厦门聚祥店,沃尔玛厦门聚祥店,南区,福建区,福建,厦门,沃尔玛
沃尔玛厦门瑞景店2020,加州商业广场,南区,福建区,福建,厦门,沃尔玛
沃尔玛购物广场厦门世贸店3420,沃尔玛厦门厦禾路店,南区,福建区,福建,厦门,沃尔玛
永辉厦门五缘湾店,永辉厦门五缘湾店,南区,福建区,福建,厦门,永辉
永辉厦门现代城店,永辉厦门现代城店,南区,福建区,福建,厦门,永辉
永辉厦门市集美万达店,永辉厦门市集美万达店,南区,福建区,福建,厦门,永辉
永辉厦门市新阳店,永辉厦门新阳店,南区,福建区,福建,厦门,永辉
大润发漳州龙文店,大润发漳州龙文店,南区,福建区,福建,漳州,大润发
(漳州店)昆山润华商业有限公司,大润发漳州新华北路店,南区,福建区,福建,漳州,大润发
沃尔玛购物广场漳州丹霞路店1025,沃尔玛漳州丹霞路店,南区,福建区,福建,漳州,沃尔玛
永辉漳州市平宁路店,永辉漳州平宁路店,南区,福建区,福建,漳州,永辉
永辉漳州九龙万达广场店,永辉漳州九龙万达广场店,南区,福建区,福建,漳州,永辉
洪客隆临川店,华润万家抚州玉茗路店,东区,湖北区,江西,抚州,华润
抚州崇仁店,华润万家抚州崇仁府西路店,南区,粤赣区,江西,抚州,华润
江西华润抚州大道店,华润万家抚州赣东大道店,南区,粤赣区,江西,抚州,华润
赣州大润发商业有限公司,大润发赣州红旗大道店,南区,粤赣区,江西,赣州,大润发
赣州华润V+,华润万家赣州章贡店,南区,粤赣区,江西,赣州,华润
赣州天虹购物广场,天虹赣州翠微路店,南区,粤赣区,江西,赣州,天虹
沃尔玛赣州西店,沃尔玛赣州西店,东区,湖北区,江西,赣州,沃尔玛
沃尔玛赣州店,沃尔玛赣州八一四大道店,东区,湖北区,江西,赣州,沃尔玛
吉安市大润发商业有限公司,大润发吉安吉州店,南区,粤赣区,江西,吉安,大润发
天虹泰和店,天虹商场南昌泰和店,东区,湖北区,江西,吉安,天虹
天虹吉安店,天虹吉安井冈山大道店,东区,湖北区,江西,吉安,天虹
九江大润发商业有限公司,大润发九江九瑞大道店,南区,粤赣区,江西,九江,大润发
沃尔码九江店,沃尔玛九江庐山南路店,南区,粤赣区,江西,九江,沃尔玛
南昌市五湖大润发商业有限公司,大润发南昌五湖店,南区,粤赣区,江西,南昌,大润发
南昌西湖大润发商业有限公司青山湖分公司,大润发南昌青山湖店,东区,湖北区,江西,南昌,大润发
南昌西湖大润发商业有限公司,大润发南昌八一店,南区,粤赣区,江西,南昌,大润发
洪客隆南昌叠山店,华润万家南昌叠山路店,南区,粤赣区,江西,南昌,华润
洪客隆南昌八一店,华润万家南昌八一大道店,南区,粤赣区,江西,南昌,华润
洪客隆南昌铁路店,洪客隆南昌天佑店,南区,粤赣区,江西,南昌,华润
洪客隆南昌隆象山店,华润万家南昌象山南路店,南区,粤赣区,江西,南昌,华润
洪客隆澄湖店,华润万家南昌澄湖店,南区,粤赣区,江西,南昌,华润
洪客隆地中海,华润万家南昌丰和南大道店,南区,粤赣区,江西,南昌,华润
莲塘店,华润万家南昌府前东路店,南区,粤赣区,江西,南昌,华润
洪客隆第一街区店,华润南昌第一街区店,南区,粤赣区,江西,南昌,华润
江西华润瑶湖店,华润万家南昌紫阳大道店,南区,粤赣区,江西,南昌,华润
江西华润象湖店,华润万家南昌象湖店,南区,粤赣区,江西,南昌,华润
沃尔玛南昌丰和大道山姆会员店,山姆南昌丰和南大道店,南区,粤赣区,江西,南昌,山姆
南昌红谷丽景天虹,天虹南昌丽景路店,南区,粤赣区,江西,南昌,天虹
沃尔玛象湖店,沃尔玛南昌金沙店,南区,粤赣区,江西,南昌,沃尔玛
沃尔玛新建店,沃尔玛南昌礼步湖大道店,东区,湖北区,江西,南昌,沃尔玛
沃尔玛江西萍乡店,沃尔玛萍乡跃进路店,东区,湖北区,江西,萍乡,沃尔玛
上饶大润发,大润发上饶朱溪北路店,南区,粤赣区,江西,上饶,大润发
洪客隆上饶店,华润万家上饶润丰广场店,南区,粤赣区,江西,上饶,华润
永辉超市新余店,永辉新余北湖西路店,南区,粤赣区,江西,新余,永辉
宜春上高店,华润万家宜春上高新店,南区,粤赣区,江西,宜春,华润
沃尔码鹰谭店,沃尔玛鹰潭胜利西路店,南区,粤赣区,江西,鹰潭,沃尔玛
大润发龙江店,大润发佛山龙江店,南区,粤西区,广东,佛山,大润发
大润发高明店,大润发佛山高明店,南区,粤西区,广东,佛山,大润发
大润发南海罗村店,大润发佛山罗村店,南区,粤西区,广东,佛山,大润发
三水大润发,大润发佛山西南街大道店,南区,粤西区,广东,佛山,大润发
(海三店)佛山市南海润瑞商业有限公司,大润发佛山桂城海三西路店,南区,粤西区,广东,佛山,大润发
大润发大沥店,大润发佛山大沥店,南区,粤西区,广东,佛山,大润发
昆山润华商业有限公司顺德分公司,大润发佛山顺德店,南区,粤西区,广东,佛山,大润发
佛山天佑店,华润万家佛山天佑店,南区,粤西区,广东,佛山,华润
陈村华润万家,华润万家佛山陈村店,南区,粤西区,广东,佛山,华润
广东永旺天河城商业有限公司佛山大沥店,吉之岛佛山滘口路店,南区,粤西区,广东,佛山,吉之岛
广东永旺天河城商业有限公司佛山三水新动力广场分公司,吉之岛佛山新动力广场店,南区,粤西区,广东,佛山,吉之岛
永旺顺德美的店,永旺佛山诚德店,南区,粤西区,广东,佛山,吉之岛
广东永旺天河城商业有限公司顺德大信店,吉之岛佛山彩虹路店,南区,粤西区,广东,佛山,吉之岛
广东永旺天河城商业有限公司佛山禅城魁奇路分公司,永旺吉之岛佛山新福港店,南区,粤西区,广东,佛山,吉之岛
沃尔玛佛山大沥店,沃尔玛佛山大沥店,南区,粤西区,广东,佛山,沃尔玛
沃尔玛佛山高明店,沃尔玛佛山高明店,南区,粤西区,广东,佛山,沃尔玛
易初莲花佛山杏坛店,易初莲花佛山顺德杏坛店,南区,粤西区,广东,佛山,易初莲花
西樵易初,易初莲花佛山西樵店,南区,粤西区,广东,佛山,易初莲花
易初莲花乐从店,卜蜂莲花佛山顺德乐从店,东区,湖北区,广东,佛山,易初莲花
易初莲花佛山三水店,卜蜂莲花佛山三水店,南区,粤西区,广东,佛山,易初莲花
Lotus南海店,易初莲花佛山南海店,南区,粤西区,广东,佛山,易初莲花
永辉佛山季华店,永辉佛山季华店,南区,粤西区,广东,佛山,永辉
大润发开平店,大润发江门开平中业新城店,南区,粤西区,广东,江门,大润发
江门市润良商业贸易有限公司,大润发江门鹤山大道店,南区,粤西区,广东,江门,大润发
新会店,华润万家江门新会店,南区,粤西区,广东,江门,华润
华润开平店,华润万家江门开平店,南区,粤西区,广东,江门,华润
华润恩城店,华润万家恩平恩城店,南区,粤西区,广东,江门,华润
江门永利商场(中心店),永利江门中心店,南区,粤西区,广东,江门,永利
华润万家高州太阳城店,华润万家茂名高凉中路店,南区,粤西区,广东,茂名,华润
汇景店,华润万家茂名人民路店,南区,粤西区,广东,茂名,华润
